username,score,total,accuracy_percent,timestamp
sharu,4,5,80.0,Wed Dec 10 15:02:43 IST 2025
sharu,Java,Easy,3,5,60.00,2025-12-10 15:14:24
SIBIRAJ,Java,Easy,0,5,0.00,2025-12-10 16:24:27
sharu,Java,Easy,4,5,80.00,2025-12-10 16:39:51
sharu,Java,Easy,2,5,40.00,2025-12-10 17:47:30
sharu,Java,Easy,1,5,20.00,2025-12-10 18:44:23
sharu,Java,Medium,3,5,60.00,2025-12-10 18:48:34
sharu,Java,Easy,2,5,40.00,2025-12-12 20:49:03
mahil,Java,Easy,1,5,20.00,2025-12-12 21:27:23
